tweet_text,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,missing_or_found_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
Smoke from the California wildfires is visible as far as the East Coast,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"@brad5061 @realDonaldTrump Yes California is now the only western state with fires. What about Montana, Oregon and Wyoming? Are they exempt because the are red states?",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"As fires rage through northern and southern California right now, please consider donating to the Wildfire Relief Fund to help folks whove lost their homes, belongings, and more:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"#BREAKING: The #CampFire, worst wildfire in California, is now 100% contained. 85 people are dead, 249 people are unaccounted for, 153,336 acres of land have been burned, and 14,500 buildings (including homes obviously) have been destroyed. // @bri_sacks",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
You can use any photo you want.and please visit our @WCKitchen main kitchens and Food trucks#ParadiseStrong #ButteStrong,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nurses risk their lives to save patients from California wildfire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"»MGN-AFRICA® pin:263789F4 » Relentless California wildfires leave 84 dead, over 800 unaccounted for: Hundreds of people remain missing in the wake of a pair of deadly wildfires that have been burning across both ends of California. »  @wizkidayo",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @sacbee_news: Green Bay Packers QB and Chico native Aaron Rodgers donates $1M to #CampFire relief — heres how you can also help: :,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Camp Fire Death Toll At 29 After More Remains Discovered, Tied For Deadliest #WILDFIRE In California History  #GPWX",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Please donate. #CaliforniaFires,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
North Cali Native Aaron Rodgers Donating $1 Million To California Wildfire Victims.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@rmasher2 @realDonaldTrump How does global warming cause forest fires just in California?? Other states are Hot and they don’t have wild fires. Maybe just maybe the illegals are acting irresponsibly and causing these fires just like the last one.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#LinkinPark soldier Alisha lost everything in the California fire. #LPSoldiers help by donating to help her get back on her feet. Please help. We would really appreciate even a retweet. Anything to spread the word.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
I know some of my followers are in the Bay Area and I know some of your are radio journalists. A radio station in Northern California needs your help.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Kim Kardashian and her family dedicated their E! People’s Choice Awards win on Sunday to the California firefighters, first responders and law enforcement who’ve responded to the deadly wildfires and country bar shooting that killed 12 people last Thursd",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
California to receive ‘dramatic relief from wildfire smoke as Camp Fire survivors seek safer shelter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Ahead: latest on the fires in California; and then @NPRrelving on elections, recounts, insults, etc.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Busy weekend ahead raising $$ to fight childhood hunger with my team ⁦@IllusiveYetis⁩ for #E4K and the #BadIdeaTour ⁦@SeattleMarathon⁩. Also helping out my neighbors with ⁦@VirtualStrides⁩ Lend A Hand: California Wildfire Relief. Ἴ3‍♀️,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8️⃣5️⃣ WHERE DID THE WILDFIRES” COME FROM❓ ✳️ How were these examples of destruction in CA caused by wildfires” as we’re being told❓ ✳️ Using Directed-Energy Weapons on us = CRIMES AGAINST HUMANITY‼️ ✳️ Remember 9/11 and all the lies we’ve been told.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@Govjerrybrown @VisitCA Don’t visit #California #Fires #earthquakes Ὂ9 in #streets #homeless disaster and #Trump is problem? #California TOTALLY DEMOCRAT and under @Govjerrybrown the state is #FALLING apart. These fires these deaths on #BROWN as in color of ground with no grass,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Thank you @buzzfeed for including the @RedCross in your video. Red Cross disaster workers are working tirelessly to support the communities affected by the California wildfires. ❤️⛑️,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT axios The Camp Fire in California has destroyed at least 6,713 homes, businesses and other structures.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#CampFire evacuees asked to leave #Chico #Walmart #tentcity  #SmartNews,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
News: 76 people dead in California fires Me: News: look at these three bunnies that have nowhere to live now because of the fires Me: ὢ2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@realDonaldTrump 31 people in California are dead, some incinerated. Do you know what that word means? Do you understand the horror of how they died? Hundreds are still missing. Fires still rage. But yes, lets obsess over how people are picking on you, and whether or not that costs you money.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Wind gusts are fanning the flames of the ravenous Camp Fire, which has killed five people and destroyed thousands of structures. WATCH. #PatchCalifornia",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @TIME: Northern Californias wildfire death toll has climbed to 63 while hundreds more are still missing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @MarketWatch: California’s deadliest wildfire finally contained; death toll rises to 85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"California wildfire death toll mounts, matches states deadliest #breakingnews #breaking #worldhealines",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"builders in the #California are on track to add 645,000 homes in highly #fire-prone zones by 2050. #marcoslaw #legalbizglobal",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"RT @BostonGlobe: The death toll in the Northern California wildfire stands at 81, with nearly 870 people still unaccounted for",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sir, Known Paradise Ca whole adult life!Have family friends who’s lives destroyed! ὒ5ὢ1ὄ7I HOLD THESE ASSES ENTIRELY 2 BLAMEὄ7 @JerryBrownGov @DNC @TheDemocrats @GavinNewsom DEMS AGENDA 4 CALIFORNIA SOCIETY IS TURNING IT INTO ὄ9A SHIT HOLEὄ8 BTW 5 GENS HISPANIC IM SICKὢ1",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Within days of #ElectionResults2018 and there has been a shooting and fires all over California. THIS IS A DEFLECTION Do not be swayed. Stay the course. #CountEveryBallot They are merely trying to distract you and steal another election! #WWG1WGA #StopTheSteal #Q,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
California fires take personal toll on firefighters  ὤFCalifornia wildfires looks like missle skid marks from west‼️ @laurelsobol @TiredofBS11 @steve23689855 @AmesHill2 @zeusFanHouse @MattKnez1961 @KeniWhited1 @USVICTORY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"I just donated to Los Angeles Fire Department Foundation!  via @keeladotco. The fire departments in California need help. If you cant donate, say a prayer. #putoutfires #CaliforniaFire",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"#CaliforniaBurningNews: ‛ California Wildfire Evacuees Brace for Heavy Rains ’ | As Much as Nearly Eight Inches of Rain Is Forecast to Fall by Friday in Areas Around the Town of Paradise, Town That Was Largely Incinerated by..▼",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @misslaneym: Cat finds new best friend - the fireman who saved him from the California wildfires.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@ABC Pretty funny coming from a news agency that didn’t predict the fires in California. ἷB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"#KanyeWest has donated $500,000 to the relief efforts following the devastating wildfires in California.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"So many helped her during the fire, saving her horses . . . and so many there in California need help! Instead, shes raising money for illegal aliens?",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
EXACTLY!!!! How about controlled demolition? the properties involved are totally decimated. There is something sinister and evil about this fire. How many people really perished? We will never know because this fire was so intense and it was powered by greed. God help us,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How you can help survivors of the California fires:  via @refinery29 #CampFire #WoolseyFire #HillFire #MalibuFire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @jkyle47: @WendyFry_ @benshapiro Meanwhile California Citizens are living in tents due to wildfires,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
See How the Fires Burned Where California Goes to Escape It All - The New York Times,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
I dont want to frighten anyone but theres water falling from the sky here in Northern California. Ive heard tell of such things but I assumed they were myth. I suppose this signals the end of fire season and the start of mud-slide season.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Help us restore the mountain forests we’ve lost in recent wildfires including the Woolsey Fire. Donate to the California Emergency Fire Recovery Fund.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
What a horrible person Trump is. Pure evil. People have died. Many others have lost their homes. He’s a disgrace to the human race.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
We’re a little busy trying to put out multiple GODDAMN FIRES and saving lives to remedy” forest mismanagement now”. Truly astounded this is a president’s response to such tragedy. Sad!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"During its review, the [California Little Hoover] Commission found that California’s forests suffer from neglect and mismanagement, resulting in overcrowding that leaves them susceptible to disease, insects and wildfire. --Feb., 2018  #CaliforniaFires",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@flyaway_k @mdjacksondallas Yup. Grab a rake stop the worst fire in California history with a rising death toll that frightens. Yep that @realDonaldTrump a real empath. ὤ4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"#Californiawildfires: 250,000 flee monster flames ravaging state  At least nine people have died in the most destructive wildfires ripping through north and south California. @PattyArquette @LauraSeydel @JohnRSeydel @MikeHudema @MattMcGorry @biz @jack",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@SorchaScorcher @USlawreview Forest management is really not that complicated. Just show people pictures of all the diseased trees, dead fall, and underbrush. Show them how loggers can clear this underbrush and fuel that drives wildfires. California has chosen not to do this.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Praying for the families of the 79 people confirmed dead, 600 people missing, and 11,700+ who lost their homes in the California fires. Thankful for the 4,700 firefighters who are working hard overtime. Thankful they’ve contained 70% of the fires.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ἑ8Heartbreaking plight of #Californias animals:ὢ2How #wildfires saw a horse seek refuge in a pool &amp; THOUSANDS of pets left behind to die, as #SandraBullock leads huge fundraiser to help  VIDEOS +LINK to North Valley Animal Disaster Group Fundraiser at top",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"5,000 Troops along our Southern Border who are putting up barbed wire to prevent, mainly women and children from seeking asylum in this country could this very minute be helping fight fires and evacuate those in danger in California. DO SOMETHING!",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Smoke from California wildfires is pooling over D.C. The sky has been a little extra hazy, and sunsets a little more colorful.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
More than 1 million students in California have missed class throughout the week thanks to wildfires. At least 66 people have died and more than 630 are missing as of Friday morning:  via @thinkprogress,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BREAKING California Wildfires Update 11 Thousand Homes Destroyed Novembe  via @YouTube,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"California wildfire wipes out much of one town, kills 9 @CNN",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @mattwilstein: Just California’s governor-elect hanging out with his ex-wife’s boyfriend’s father in a wildfire disaster zone.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"#BREAKING: Eight additional bodies were found and at least 1,000 people are missing.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Death toll from #California wildfires rises to 77 and the number of #MissingPersons rises to around 1,000. #disappeared #justice @bbc",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"As investigators try to determine what started the most devastating wildfire in California history, which has killed at least 63 people, the beginning premise is that human beings — through their mistakes, or their toys, tools and technologies —",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"This is my country Greece. It went from tears and ashes to solidarity and love. From Europe to the USA. Californians, we stand with you. And even tho the Greek government treated these victims like garbage, they still had the courage to send a message of hope. Very proud of u.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
".@SenKamalaHarris teams with @SenatorTimScott and @marcorubio to aid the victims of Hurricane Florence, Hurricane Michael, and California wildfires.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Aaron Rodgers isn’t the only #Packers player with a connection to California, so a bunch of them - led by LA resident Lance Kendricks, whose house barely avoided damage from the wildfires - got together to help raise money for the recovery effort:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Resources to Support Wildfires Response &amp; Recovery in Northern and Southern California  #california #wildfires #resources #nnlm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"PG &amp; E responsible for California fires? SPACE WEATHER, ROTHSCHILD &amp; AGENDA 21  via @YouTube",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RT @Independent: California wildfires continue to rage as death toll rises to 31 - follow live updates,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington firefighters returning from California wildfires,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NEW: 31 deaths confirmed now in CA from the wildfires.Hundreds remain unaccounted for.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dear God, As the California fires continue to rage please send miracles. Send legions of angels to pour water onto the fire And comfort onto our hearts. Bless the people, the animals,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Neil Young and Miley Cyrus Among Celebrities Who Lost Homes in California Wildfires,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Updates: California Wildfires Have Now Killed 79 And Left More Than 1,200 Missing",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Damn. ⁦@RadioDevin⁩ and The Bay team going back-to-back with ⁦@JohnLGC⁩ and Cal Report with the powerful Camp Fire stories. Can i commute home without crying? Probably not anytime soon, and maybe thats a good thing. I’m inspired to help.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
This how them California fires started smh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Az firefighters assist efforts to combat California wildfires; death toll rises to 48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"#CampFire update. 140,000 acres 40% containment 56 confirmed dead (still climbing) #prayforParadise #ParadiseStrong #ButteStrong",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Why California’s Wildfires Are So Destructive, In 5 Charts  oh it is really so simple, it is because we didnt know we had to RAKE the FORESTSif only Finland had shared the tipsheesh.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"OMG, but the mudslides will also begin and the misery will be compounded when trying to identify victims. #wildfires",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @Guardian_Elite: @DeepStateExpose The HORRIBLE TRUTH About The Northern California Fires  via @YouTube,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Meet the Prisoners Being Paid $1 an Hour to Battle the Deadly Climate-Fueled Fires of California  via @democracynow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@TopRopeTravis Took you long enough Walmart. Now help the California fire victims camping in your parking lot.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Camp Fire is now the deadliest and most destructive wildfire in California’s history. And the death toll is expected to rise.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
