tweet_text,predictions_event_type,event_type_label,class_label
#CampFire evacuees asked to leave #Chico #Walmart #tentcity  #SmartNews,wildfires,wildfires,displaced_people_and_evacuations
News: 76 people dead in California fires Me: News: look at these three bunnies that have nowhere to live now because of the fires Me: ὢ2,wildfires,wildfires,injured_or_dead_people
"@realDonaldTrump 31 people in California are dead, some incinerated. Do you know what that word means? Do you understand the horror of how they died? Hundreds are still missing. Fires still rage. But yes, lets obsess over how people are picking on you, and whether or not that costs you money.",wildfires,wildfires,injured_or_dead_people
"Wind gusts are fanning the flames of the ravenous Camp Fire, which has killed five people and destroyed thousands of structures. WATCH. #PatchCalifornia",wildfires,wildfires,injured_or_dead_people
RT @TIME: Northern Californias wildfire death toll has climbed to 63 while hundreds more are still missing,wildfires,wildfires,injured_or_dead_people
RT @MarketWatch: California’s deadliest wildfire finally contained; death toll rises to 85,wildfires,wildfires,injured_or_dead_people
"California wildfire death toll mounts, matches states deadliest #breakingnews #breaking #worldhealines",wildfires,wildfires,injured_or_dead_people
"builders in the #California are on track to add 645,000 homes in highly #fire-prone zones by 2050. #marcoslaw #legalbizglobal",wildfires,wildfires,other_relevant_information
"RT @BostonGlobe: The death toll in the Northern California wildfire stands at 81, with nearly 870 people still unaccounted for",wildfires,wildfires,injured_or_dead_people
"Sir, Known Paradise Ca whole adult life!Have family friends who’s lives destroyed! ὒ5ὢ1ὄ7I HOLD THESE ASSES ENTIRELY 2 BLAMEὄ7 @JerryBrownGov @DNC @TheDemocrats @GavinNewsom DEMS AGENDA 4 CALIFORNIA SOCIETY IS TURNING IT INTO ὄ9A SHIT HOLEὄ8 BTW 5 GENS HISPANIC IM SICKὢ1",wildfires,wildfires,not_humanitarian
Within days of #ElectionResults2018 and there has been a shooting and fires all over California. THIS IS A DEFLECTION Do not be swayed. Stay the course. #CountEveryBallot They are merely trying to distract you and steal another election! #WWG1WGA #StopTheSteal #Q,wildfires,wildfires,not_humanitarian
California fires take personal toll on firefighters  ὤFCalifornia wildfires looks like missle skid marks from west‼️ @laurelsobol @TiredofBS11 @steve23689855 @AmesHill2 @zeusFanHouse @MattKnez1961 @KeniWhited1 @USVICTORY,wildfires,wildfires,rescue_volunteering_or_donation_effort
"I just donated to Los Angeles Fire Department Foundation!  via @keeladotco. The fire departments in California need help. If you cant donate, say a prayer. #putoutfires #CaliforniaFire",wildfires,wildfires,rescue_volunteering_or_donation_effort
"#CaliforniaBurningNews: ‛ California Wildfire Evacuees Brace for Heavy Rains ’ | As Much as Nearly Eight Inches of Rain Is Forecast to Fall by Friday in Areas Around the Town of Paradise, Town That Was Largely Incinerated by..▼",wildfires,wildfires,displaced_people_and_evacuations
RT @misslaneym: Cat finds new best friend - the fireman who saved him from the California wildfires.,wildfires,wildfires,rescue_volunteering_or_donation_effort
@ABC Pretty funny coming from a news agency that didn’t predict the fires in California. ἷB,wildfires,wildfires,not_humanitarian
"#KanyeWest has donated $500,000 to the relief efforts following the devastating wildfires in California.",wildfires,wildfires,rescue_volunteering_or_donation_effort
"So many helped her during the fire, saving her horses . . . and so many there in California need help! Instead, shes raising money for illegal aliens?",wildfires,wildfires,not_humanitarian
EXACTLY!!!! How about controlled demolition? the properties involved are totally decimated. There is something sinister and evil about this fire. How many people really perished? We will never know because this fire was so intense and it was powered by greed. God help us,wildfires,wildfires,infrastructure_and_utility_damage
How you can help survivors of the California fires:  via @refinery29 #CampFire #WoolseyFire #HillFire #MalibuFire,wildfires,wildfires,rescue_volunteering_or_donation_effort
RT @jkyle47: @WendyFry_ @benshapiro Meanwhile California Citizens are living in tents due to wildfires,wildfires,wildfires,displaced_people_and_evacuations
See How the Fires Burned Where California Goes to Escape It All - The New York Times,wildfires,wildfires,not_humanitarian
I dont want to frighten anyone but theres water falling from the sky here in Northern California. Ive heard tell of such things but I assumed they were myth. I suppose this signals the end of fire season and the start of mud-slide season.,wildfires,wildfires,not_humanitarian
Help us restore the mountain forests we’ve lost in recent wildfires including the Woolsey Fire. Donate to the California Emergency Fire Recovery Fund.,wildfires,wildfires,rescue_volunteering_or_donation_effort
".@realDonaldTrump is a willfully ignorant #ClimateDenier which is costing lives &amp; treasure dealing with fires, floods, hurricanes, etc. #ActOnClimate",hurricane,wildfires,not_humanitarian
What a horrible person Trump is. Pure evil. People have died. Many others have lost their homes. He’s a disgrace to the human race.,wildfires,wildfires,not_humanitarian
We’re a little busy trying to put out multiple GODDAMN FIRES and saving lives to remedy” forest mismanagement now”. Truly astounded this is a president’s response to such tragedy. Sad!,wildfires,wildfires,not_humanitarian
"During its review, the [California Little Hoover] Commission found that California’s forests suffer from neglect and mismanagement, resulting in overcrowding that leaves them susceptible to disease, insects and wildfire. --Feb., 2018  #CaliforniaFires",wildfires,wildfires,other_relevant_information
@flyaway_k @mdjacksondallas Yup. Grab a rake stop the worst fire in California history with a rising death toll that frightens. Yep that @realDonaldTrump a real empath. ὤ4,wildfires,wildfires,not_humanitarian
"#Californiawildfires: 250,000 flee monster flames ravaging state  At least nine people have died in the most destructive wildfires ripping through north and south California. @PattyArquette @LauraSeydel @JohnRSeydel @MikeHudema @MattMcGorry @biz @jack",wildfires,wildfires,injured_or_dead_people
"@SorchaScorcher @USlawreview Forest management is really not that complicated. Just show people pictures of all the diseased trees, dead fall, and underbrush. Show them how loggers can clear this underbrush and fuel that drives wildfires. California has chosen not to do this.",wildfires,wildfires,other_relevant_information
"Praying for the families of the 79 people confirmed dead, 600 people missing, and 11,700+ who lost their homes in the California fires. Thankful for the 4,700 firefighters who are working hard overtime. Thankful they’ve contained 70% of the fires.",wildfires,wildfires,injured_or_dead_people
"Ἑ8Heartbreaking plight of #Californias animals:ὢ2How #wildfires saw a horse seek refuge in a pool &amp; THOUSANDS of pets left behind to die, as #SandraBullock leads huge fundraiser to help  VIDEOS +LINK to North Valley Animal Disaster Group Fundraiser at top",wildfires,wildfires,rescue_volunteering_or_donation_effort
"5,000 Troops along our Southern Border who are putting up barbed wire to prevent, mainly women and children from seeking asylum in this country could this very minute be helping fight fires and evacuate those in danger in California. DO SOMETHING!",wildfires,wildfires,other_relevant_information
"Smoke from California wildfires is pooling over D.C. The sky has been a little extra hazy, and sunsets a little more colorful.",wildfires,wildfires,other_relevant_information
More than 1 million students in California have missed class throughout the week thanks to wildfires. At least 66 people have died and more than 630 are missing as of Friday morning:  via @thinkprogress,wildfires,wildfires,missing_or_found_people
BREAKING California Wildfires Update 11 Thousand Homes Destroyed Novembe  via @YouTube,wildfires,wildfires,infrastructure_and_utility_damage
"California wildfire wipes out much of one town, kills 9 @CNN",wildfires,wildfires,injured_or_dead_people
RT @mattwilstein: Just California’s governor-elect hanging out with his ex-wife’s boyfriend’s father in a wildfire disaster zone.,wildfires,wildfires,not_humanitarian
"#BREAKING: Eight additional bodies were found and at least 1,000 people are missing.",wildfires,wildfires,injured_or_dead_people
Blame the Administration in Charge. I wonder how many of those people in tents voted for The Moron.,hurricane,wildfires,not_humanitarian
"Death toll from #California wildfires rises to 77 and the number of #MissingPersons rises to around 1,000. #disappeared #justice @bbc",wildfires,wildfires,injured_or_dead_people
"As investigators try to determine what started the most devastating wildfire in California history, which has killed at least 63 people, the beginning premise is that human beings — through their mistakes, or their toys, tools and technologies —",wildfires,wildfires,injured_or_dead_people
"This is my country Greece. It went from tears and ashes to solidarity and love. From Europe to the USA. Californians, we stand with you. And even tho the Greek government treated these victims like garbage, they still had the courage to send a message of hope. Very proud of u.",wildfires,wildfires,sympathy_and_support
